week,sku,inventory_level,consumption,lead_time_days,vendor_fill_rate,vendor_name,category,critical
2047-01-07,SKU-00006,2450,291,16,0.85,VendorA,Consumable,No
2047-01-14,SKU-00006,2122,275,6,0.86,VendorA,Consumable,No
2047-01-21,SKU-00006,3148,400,6,0.92,VendorA,Consumable,No
2047-01-28,SKU-00006,1594,224,9,0.87,VendorA,Consumable,No
2047-02-04,SKU-00006,1949,476,9,0.86,VendorA,Consumable,No
2047-02-11,SKU-00006,1496,318,2,0.89,VendorA,Consumable,No
2047-02-18,SKU-00006,1473,224,10,0.98,VendorA,Consumable,No
2047-02-25,SKU-00006,2228,266,9,0.94,VendorA,Consumable,No
2047-03-04,SKU-00006,2576,320,10,0.97,VendorA,Consumable,No
2047-03-11,SKU-00006,2213,328,4,0.98,VendorA,Consumable,No
2047-03-18,SKU-00006,972,249,3,0.92,VendorA,Consumable,No
2047-03-25,SKU-00006,4743,529,8,0.86,VendorA,Consumable,No
2047-04-01,SKU-00006,2731,385,7,0.86,VendorA,Consumable,No
2047-04-08,SKU-00006,3088,316,5,0.89,VendorA,Consumable,No
2047-04-15,SKU-00006,2646,372,8,0.89,VendorA,Consumable,No
2047-04-22,SKU-00006,1547,432,8,0.98,VendorA,Consumable,No
2024-01-01,SKU-00007,4624,538,9,0.89,VendorC,Reagent,No
2024-01-08,SKU-00007,1356,436,7,0.86,VendorC,Reagent,No
2024-01-15,SKU-00007,3752,778,2,0.97,VendorC,Reagent,No
2024-01-22,SKU-00007,2376,479,2,0.89,VendorC,Reagent,No
2024-01-29,SKU-00007,6484,604,5,0.95,VendorC,Reagent,No
2024-02-05,SKU-00007,3957,417,5,0.99,VendorC,Reagent,No
2024-02-12,SKU-00007,3374,511,2,0.91,VendorC,Reagent,No
2024-02-19,SKU-00007,2576,583,8,0.94,VendorC,Reagent,No
2024-02-26,SKU-00007,5281,495,7,0.9,VendorC,Reagent,No
2024-03-04,SKU-00007,2993,507,2,0.93,VendorC,Reagent,No
2024-03-11,SKU-00007,5146,462,4,0.89,VendorC,Reagent,No
2024-03-18,SKU-00007,3652,528,12,0.88,VendorC,Reagent,No
2024-03-25,SKU-00007,2569,803,10,0.86,VendorC,Reagent,No
2024-04-01,SKU-00007,2505,243,17,0.87,VendorC,Reagent,No
2024-04-08,SKU-00007,6094,629,15,0.85,VendorC,Reagent,No
2024-04-15,SKU-00007,9162,867,15,0.94,VendorC,Reagent,No
2024-04-22,SKU-00007,4492,518,5,0.97,VendorC,Reagent,No
2024-04-29,SKU-00007,2755,683,3,0.85,VendorC,Reagent,No
2024-05-06,SKU-00007,7002,833,11,0.97,VendorC,Reagent,No
2024-05-13,SKU-00007,3574,655,11,0.95,VendorC,Reagent,No
2024-05-20,SKU-00007,6998,691,9,0.89,VendorC,Reagent,No
2024-05-27,SKU-00007,6332,742,5,0.88,VendorC,Reagent,No
2024-06-03,SKU-00007,4549,916,8,0.94,VendorC,Reagent,No
2024-06-10,SKU-00007,5511,608,6,0.87,VendorC,Reagent,No
2024-06-17,SKU-00007,6012,663,5,0.92,VendorC,Reagent,No
2024-06-24,SKU-00007,4092,501,2,0.87,VendorC,Reagent,No
2024-07-01,SKU-00007,1494,205,4,0.86,VendorC,Reagent,No
2024-07-08,SKU-00007,5686,563,8,0.94,VendorC,Reagent,No
2024-07-15,SKU-00007,2958,508,4,0.93,VendorC,Reagent,No
2024-07-22,SKU-00007,6693,662,7,0.97,VendorC,Reagent,No
2024-07-29,SKU-00007,3363,561,7,0.88,VendorC,Reagent,No
2024-08-05,SKU-00007,5150,795,9,0.97,VendorC,Reagent,No
2024-08-12,SKU-00007,3810,536,9,0.97,VendorC,Reagent,No
2024-08-19,SKU-00007,3966,588,9,0.97,VendorC,Reagent,No
2024-08-26,SKU-00007,6113,702,2,0.88,VendorC,Reagent,No
2024-09-02,SKU-00007,2674,575,6,0.87,VendorC,Reagent,No
2024-09-09,SKU-00007,4111,372,6,0.86,VendorC,Reagent,No
2024-09-16,SKU-00007,2795,273,11,0.93,VendorC,Reagent,No
2024-09-23,SKU-00007,1895,527,6,0.93,VendorC,Reagent,No
2024-09-30,SKU-00007,1380,320,3,0.9,VendorC,Reagent,No
2024-10-07,SKU-00007,7622,706,4,0.95,VendorC,Reagent,No
2024-10-14,SKU-00007,6685,693,9,0.92,VendorC,Reagent,No
2024-10-21,SKU-00007,3016,331,3,0.98,VendorC,Reagent,No
2024-10-28,SKU-00007,2008,642,7,0.96,VendorC,Reagent,No
2024-11-04,SKU-00007,6650,583,10,0.93,VendorC,Reagent,No
2024-11-11,SKU-00007,3401,425,4,0.98,VendorC,Reagent,No
2024-11-18,SKU-00007,5669,571,4,0.87,VendorC,Reagent,No
2024-11-25,SKU-00007,2798,512,3,0.88,VendorC,Reagent,No
2024-12-02,SKU-00007,4393,517,5,0.95,VendorC,Reagent,No
2024-12-09,SKU-00007,7188,621,14,0.97,VendorC,Reagent,No
2024-12-16,SKU-00007,6223,571,8,0.96,VendorC,Reagent,No
2024-12-23,SKU-00007,4471,489,5,0.87,VendorC,Reagent,No
2024-12-30,SKU-00007,5571,611,2,0.98,VendorC,Reagent,No
2025-01-06,SKU-00007,5054,873,10,0.95,VendorC,Reagent,No
2025-01-13,SKU-00007,5206,797,6,0.92,VendorC,Reagent,No
2025-01-20,SKU-00007,9672,835,5,0.9,VendorC,Reagent,No
2025-01-27,SKU-00007,10229,925,6,0.92,VendorC,Reagent,No
2025-02-03,SKU-00007,4899,616,3,0.91,VendorC,Reagent,No
2025-02-10,SKU-00007,7401,700,9,0.89,VendorC,Reagent,No
2025-02-17,SKU-00007,5468,584,7,0.99,VendorC,Reagent,No
2025-02-24,SKU-00007,6978,691,11,0.98,VendorC,Reagent,No
2025-03-03,SKU-00007,4201,774,4,0.97,VendorC,Reagent,No
2025-03-10,SKU-00007,2476,560,9,0.93,VendorC,Reagent,No
2025-03-17,SKU-00007,6384,604,9,0.96,VendorC,Reagent,No
2025-03-24,SKU-00007,3202,952,10,0.9,VendorC,Reagent,No
2025-03-31,SKU-00007,3747,576,5,0.9,VendorC,Reagent,No
2025-04-07,SKU-00007,8649,771,13,0.87,VendorC,Reagent,No
2025-04-14,SKU-00007,2037,677,4,0.96,VendorC,Reagent,No
2025-04-21,SKU-00007,995,159,13,0.9,VendorC,Reagent,No
2025-04-28,SKU-00007,2292,611,6,0.92,VendorC,Reagent,No
2025-05-05,SKU-00007,3878,709,4,0.86,VendorC,Reagent,No
2025-05-12,SKU-00007,1785,538,2,0.87,VendorC,Reagent,No
2025-05-19,SKU-00007,4611,452,2,0.97,VendorC,Reagent,No
2025-05-26,SKU-00007,5032,578,6,0.96,VendorC,Reagent,No
2025-06-02,SKU-00007,8773,839,4,0.86,VendorC,Reagent,No
2025-06-09,SKU-00007,1556,424,10,0.92,VendorC,Reagent,No
2025-06-16,SKU-00007,6354,657,4,0.97,VendorC,Reagent,No
2025-06-23,SKU-00007,4992,540,2,0.9,VendorC,Reagent,No
2025-06-30,SKU-00007,3682,821,17,0.94,VendorC,Reagent,No
2025-07-07,SKU-00007,6920,751,5,0.87,VendorC,Reagent,No
2025-07-14,SKU-00007,3117,824,6,0.96,VendorC,Reagent,No
2025-07-21,SKU-00007,6156,537,2,0.93,VendorC,Reagent,No
2025-07-28,SKU-00007,2154,513,6,0.93,VendorC,Reagent,No
2025-08-04,SKU-00007,2058,182,6,0.9,VendorC,Reagent,No
2025-08-11,SKU-00007,6724,868,12,0.92,VendorC,Reagent,No
2025-08-18,SKU-00007,4283,607,5,0.92,VendorC,Reagent,No
2025-08-25,SKU-00007,4263,425,7,0.92,VendorC,Reagent,No
2025-09-01,SKU-00007,7367,678,9,0.9,VendorC,Reagent,No
2025-09-08,SKU-00007,3702,414,10,0.86,VendorC,Reagent,No
2025-09-15,SKU-00007,2772,288,11,0.86,VendorC,Reagent,No
2025-09-22,SKU-00007,2835,440,2,0.87,VendorC,Reagent,No
2025-09-29,SKU-00007,4076,374,9,0.9,VendorC,Reagent,No
2025-10-06,SKU-00007,1452,472,9,0.92,VendorC,Reagent,No
2025-10-13,SKU-00007,1871,366,7,0.96,VendorC,Reagent,No
2025-10-20,SKU-00007,4081,525,4,0.95,VendorC,Reagent,No
2025-10-27,SKU-00007,1659,548,5,0.89,VendorC,Reagent,No
2025-11-03,SKU-00007,2794,675,6,0.87,VendorC,Reagent,No
2025-11-10,SKU-00007,3358,390,12,0.99,VendorC,Reagent,No
2025-11-17,SKU-00007,2680,700,7,0.91,VendorC,Reagent,No
2025-11-24,SKU-00007,4253,356,3,0.95,VendorC,Reagent,No
2025-12-01,SKU-00007,5592,755,5,0.97,VendorC,Reagent,No
2025-12-08,SKU-00007,2445,468,4,0.93,VendorC,Reagent,No
2025-12-15,SKU-00007,5904,494,5,0.98,VendorC,Reagent,No
2025-12-22,SKU-00007,8450,740,8,0.94,VendorC,Reagent,No
2025-12-29,SKU-00007,6342,782,7,0.87,VendorC,Reagent,No
2026-01-05,SKU-00007,5869,514,2,0.94,VendorC,Reagent,No
2026-01-12,SKU-00007,4046,699,9,0.95,VendorC,Reagent,No
2026-01-19,SKU-00007,6132,598,2,0.94,VendorC,Reagent,No
2026-01-26,SKU-00007,5673,582,9,0.88,VendorC,Reagent,No
2026-02-02,SKU-00007,2706,338,13,0.87,VendorC,Reagent,No
2026-02-09,SKU-00007,7079,882,2,0.93,VendorC,Reagent,No
2026-02-16,SKU-00007,8889,779,7,0.9,VendorC,Reagent,No
2026-02-23,SKU-00007,3049,790,2,0.89,VendorC,Reagent,No
2026-03-02,SKU-00007,5003,572,4,0.9,VendorC,Reagent,No
2026-03-09,SKU-00007,2348,593,6,0.89,VendorC,Reagent,No
2026-03-16,SKU-00007,8789,740,5,0.96,VendorC,Reagent,No
2026-03-23,SKU-00007,7585,764,13,0.98,VendorC,Reagent,No
2026-03-30,SKU-00007,2268,507,8,0.93,VendorC,Reagent,No
2026-04-06,SKU-00007,6463,760,5,0.94,VendorC,Reagent,No
2026-04-13,SKU-00007,4520,657,6,0.95,VendorC,Reagent,No
2026-04-20,SKU-00007,6213,688,6,0.94,VendorC,Reagent,No
2026-04-27,SKU-00007,3216,721,4,0.91,VendorC,Reagent,No
2026-05-04,SKU-00007,4820,668,3,0.94,VendorC,Reagent,No
2026-05-11,SKU-00007,4358,772,13,0.97,VendorC,Reagent,No
2026-05-18,SKU-00007,6226,524,18,0.89,VendorC,Reagent,No
2026-05-25,SKU-00007,3677,891,8,0.9,VendorC,Reagent,No
2026-06-01,SKU-00007,3690,496,9,0.94,VendorC,Reagent,No
2026-06-08,SKU-00007,8138,754,10,0.91,VendorC,Reagent,No
2026-06-15,SKU-00007,4094,718,10,0.99,VendorC,Reagent,No
2026-06-22,SKU-00007,4483,494,9,0.95,VendorC,Reagent,No
2026-06-29,SKU-00007,6494,705,6,0.94,VendorC,Reagent,No
2026-07-06,SKU-00007,3238,469,2,0.95,VendorC,Reagent,No
2026-07-13,SKU-00007,2411,418,7,0.92,VendorC,Reagent,No
2026-07-20,SKU-00007,4841,653,10,0.87,VendorC,Reagent,No
2026-07-27,SKU-00007,3650,364,3,0.88,VendorC,Reagent,No
2026-08-03,SKU-00007,9428,807,5,0.99,VendorC,Reagent,No
2026-08-10,SKU-00007,6780,630,10,0.98,VendorC,Reagent,No
2026-08-17,SKU-00007,1350,189,2,0.94,VendorC,Reagent,No
2026-08-24,SKU-00007,4050,570,8,0.9,VendorC,Reagent,No
2026-08-31,SKU-00007,2820,611,3,0.91,VendorC,Reagent,No
2026-09-07,SKU-00007,3122,380,4,0.9,VendorC,Reagent,No
2026-09-14,SKU-00007,2993,302,6,0.89,VendorC,Reagent,No
2026-09-21,SKU-00007,2280,330,3,0.91,VendorC,Reagent,No
2026-09-28,SKU-00007,6607,593,7,0.94,VendorC,Reagent,No
2026-10-05,SKU-00007,2059,541,5,0.95,VendorC,Reagent,No
2026-10-12,SKU-00007,8003,697,5,0.91,VendorC,Reagent,No
2026-10-19,SKU-00007,4234,887,2,0.98,VendorC,Reagent,No
2026-10-26,SKU-00007,3659,371,6,0.88,VendorC,Reagent,No
2026-11-02,SKU-00007,5335,590,2,0.93,VendorC,Reagent,No
2026-11-09,SKU-00007,3299,453,8,0.9,VendorC,Reagent,No
2026-11-16,SKU-00007,7454,629,6,0.97,VendorC,Reagent,No
2026-11-23,SKU-00007,4026,610,3,0.96,VendorC,Reagent,No
2026-11-30,SKU-00007,3906,423,6,0.96,VendorC,Reagent,No
2026-12-07,SKU-00007,5878,539,14,0.87,VendorC,Reagent,No
2026-12-14,SKU-00007,2184,615,2,0.86,VendorC,Reagent,No
2026-12-21,SKU-00007,8091,724,6,0.92,VendorC,Reagent,No
2026-12-28,SKU-00007,3883,607,5,0.88,VendorC,Reagent,No
2027-01-04,SKU-00007,5680,690,4,0.89,VendorC,Reagent,No
2027-01-11,SKU-00007,5668,764,9,0.86,VendorC,Reagent,No
2027-01-18,SKU-00007,3672,703,9,0.94,VendorC,Reagent,No
2027-01-25,SKU-00007,6734,927,2,0.92,VendorC,Reagent,No
2027-02-01,SKU-00007,2901,780,12,0.86,VendorC,Reagent,No
2027-02-08,SKU-00007,3204,585,2,0.94,VendorC,Reagent,No
2027-02-15,SKU-00007,7687,772,3,0.87,VendorC,Reagent,No
2027-02-22,SKU-00007,3447,728,7,0.98,VendorC,Reagent,No
2027-03-01,SKU-00007,3106,896,13,0.95,VendorC,Reagent,No
2027-03-08,SKU-00007,9675,941,6,0.92,VendorC,Reagent,No
2027-03-15,SKU-00007,2555,575,5,0.97,VendorC,Reagent,No
2027-03-22,SKU-00007,3743,623,3,0.97,VendorC,Reagent,No
2027-03-29,SKU-00007,6570,682,6,0.97,VendorC,Reagent,No
2027-04-05,SKU-00007,2590,614,5,0.91,VendorC,Reagent,No
2027-04-12,SKU-00007,2185,524,9,0.94,VendorC,Reagent,No
2027-04-19,SKU-00007,2131,616,2,0.95,VendorC,Reagent,No
2027-04-26,SKU-00007,5111,933,9,0.89,VendorC,Reagent,No
2027-05-03,SKU-00007,5809,707,10,0.94,VendorC,Reagent,No
2027-05-10,SKU-00007,7571,672,12,0.87,VendorC,Reagent,No
2027-05-17,SKU-00007,3485,602,7,0.85,VendorC,Reagent,No
2027-05-24,SKU-00007,1932,400,13,0.98,VendorC,Reagent,No
2027-05-31,SKU-00007,2506,451,11,0.95,VendorC,Reagent,No
2027-06-07,SKU-00007,5553,634,10,0.88,VendorC,Reagent,No
2027-06-14,SKU-00007,4700,614,9,0.92,VendorC,Reagent,No
2027-06-21,SKU-00007,6989,722,8,0.97,VendorC,Reagent,No
2027-06-28,SKU-00007,9386,878,7,0.88,VendorC,Reagent,No
2027-07-05,SKU-00007,9348,832,3,0.85,VendorC,Reagent,No
2027-07-12,SKU-00007,2476,417,4,0.89,VendorC,Reagent,No
2027-07-19,SKU-00007,5676,650,7,0.88,VendorC,Reagent,No
2027-07-26,SKU-00007,2773,558,10,0.9,VendorC,Reagent,No
2027-08-02,SKU-00007,4954,605,10,0.87,VendorC,Reagent,No
2027-08-09,SKU-00007,4097,412,10,0.94,VendorC,Reagent,No
2027-08-16,SKU-00007,1579,378,4,0.88,VendorC,Reagent,No
2027-08-23,SKU-00007,4689,559,2,0.93,VendorC,Reagent,No
2027-08-30,SKU-00007,7529,671,9,0.88,VendorC,Reagent,No
2027-09-06,SKU-00007,1628,399,7,0.94,VendorC,Reagent,No
2027-09-13,SKU-00007,5164,756,6,0.87,VendorC,Reagent,No
2027-09-20,SKU-00007,5189,434,3,0.91,VendorC,Reagent,No
2027-09-27,SKU-00007,6659,763,7,0.97,VendorC,Reagent,No
2027-10-04,SKU-00007,6204,610,6,0.91,VendorC,Reagent,No
2027-10-11,SKU-00007,5908,645,6,0.94,VendorC,Reagent,No
2027-10-18,SKU-00007,2717,613,13,0.89,VendorC,Reagent,No
2027-10-25,SKU-00007,3592,518,7,0.96,VendorC,Reagent,No
2027-11-01,SKU-00007,2923,637,11,0.96,VendorC,Reagent,No
2027-11-08,SKU-00007,2567,402,11,0.87,VendorC,Reagent,No
2027-11-15,SKU-00007,4863,607,12,0.97,VendorC,Reagent,No
2027-11-22,SKU-00007,3878,792,12,0.87,VendorC,Reagent,No
2027-11-29,SKU-00007,4332,734,13,0.91,VendorC,Reagent,No
2027-12-06,SKU-00007,6051,730,12,0.92,VendorC,Reagent,No
2027-12-13,SKU-00007,4123,519,4,0.86,VendorC,Reagent,No
2027-12-20,SKU-00007,7533,668,3,0.98,VendorC,Reagent,No
2027-12-27,SKU-00007,9561,825,8,0.97,VendorC,Reagent,No
2028-01-03,SKU-00007,1874,513,9,0.86,VendorC,Reagent,No
2028-01-10,SKU-00007,5878,609,7,0.95,VendorC,Reagent,No
2028-01-17,SKU-00007,9013,811,7,0.88,VendorC,Reagent,No
2028-01-24,SKU-00007,5326,534,5,0.92,VendorC,Reagent,No
2028-01-31,SKU-00007,4994,602,7,0.88,VendorC,Reagent,No
2028-02-07,SKU-00007,3630,673,6,0.96,VendorC,Reagent,No
2028-02-14,SKU-00007,2787,886,3,0.85,VendorC,Reagent,No
2028-02-21,SKU-00007,10436,879,2,0.9,VendorC,Reagent,No
2028-02-28,SKU-00007,7260,718,9,0.87,VendorC,Reagent,No
2028-03-06,SKU-00007,5396,614,8,0.92,VendorC,Reagent,No
2028-03-13,SKU-00007,3983,457,7,0.86,VendorC,Reagent,No
2028-03-20,SKU-00007,6636,633,5,0.89,VendorC,Reagent,No
2028-03-27,SKU-00007,2188,590,6,0.94,VendorC,Reagent,No
2028-04-03,SKU-00007,7309,726,3,0.97,VendorC,Reagent,No
2028-04-10,SKU-00007,6983,606,2,0.96,VendorC,Reagent,No
2028-04-17,SKU-00007,6972,617,2,0.91,VendorC,Reagent,No
2028-04-24,SKU-00007,2384,602,12,0.87,VendorC,Reagent,No
2028-05-01,SKU-00007,6146,637,10,0.94,VendorC,Reagent,No
2028-05-08,SKU-00007,4407,389,4,0.92,VendorC,Reagent,No
2028-05-15,SKU-00007,3853,597,6,0.97,VendorC,Reagent,No
2028-05-22,SKU-00007,1942,504,9,0.99,VendorC,Reagent,No
2028-05-29,SKU-00007,9036,905,6,0.98,VendorC,Reagent,No
2028-06-05,SKU-00007,4550,446,4,0.91,VendorC,Reagent,No
2028-06-12,SKU-00007,2193,478,8,0.92,VendorC,Reagent,No
2028-06-19,SKU-00007,5455,476,2,0.94,VendorC,Reagent,No
2028-06-26,SKU-00007,2664,393,4,0.91,VendorC,Reagent,No
2028-07-03,SKU-00007,2863,289,9,0.86,VendorC,Reagent,No
2028-07-10,SKU-00007,3937,810,10,0.97,VendorC,Reagent,No
2028-07-17,SKU-00007,5505,736,11,0.98,VendorC,Reagent,No
2028-07-24,SKU-00007,1883,366,13,0.86,VendorC,Reagent,No
2028-07-31,SKU-00007,2866,632,6,0.91,VendorC,Reagent,No
2028-08-07,SKU-00007,7113,616,7,0.97,VendorC,Reagent,No
2028-08-14,SKU-00007,2815,565,10,0.95,VendorC,Reagent,No
2028-08-21,SKU-00007,2742,513,8,0.93,VendorC,Reagent,No
2028-08-28,SKU-00007,3467,366,9,0.93,VendorC,Reagent,No
2028-09-04,SKU-00007,1284,292,10,0.94,VendorC,Reagent,No
2028-09-11,SKU-00007,1512,267,10,0.9,VendorC,Reagent,No
2028-09-18,SKU-00007,5962,604,6,0.97,VendorC,Reagent,No
2028-09-25,SKU-00007,5037,1041,9,0.95,VendorC,Reagent,No
2028-10-02,SKU-00007,5258,787,4,0.87,VendorC,Reagent,No
2028-10-09,SKU-00007,3361,631,5,0.89,VendorC,Reagent,No
2028-10-16,SKU-00007,2445,607,9,0.87,VendorC,Reagent,No
2028-10-23,SKU-00007,6676,683,2,0.89,VendorC,Reagent,No
2028-10-30,SKU-00007,3941,536,7,0.92,VendorC,Reagent,No
2028-11-06,SKU-00007,4149,591,9,0.87,VendorC,Reagent,No
2028-11-13,SKU-00007,1638,443,9,0.99,VendorC,Reagent,No
2028-11-20,SKU-00007,4945,532,5,0.97,VendorC,Reagent,No
2028-11-27,SKU-00007,7037,785,14,0.92,VendorC,Reagent,No
2028-12-04,SKU-00007,7640,678,12,0.92,VendorC,Reagent,No
2028-12-11,SKU-00007,4108,594,12,0.97,VendorC,Reagent,No
2028-12-18,SKU-00007,6551,687,3,0.96,VendorC,Reagent,No
2028-12-25,SKU-00007,2609,488,15,0.98,VendorC,Reagent,No
2029-01-01,SKU-00007,2798,852,4,0.88,VendorC,Reagent,No
2029-01-08,SKU-00007,5116,871,2,0.86,VendorC,Reagent,No
2029-01-15,SKU-00007,2746,599,4,0.88,VendorC,Reagent,No
2029-01-22,SKU-00007,4061,611,12,0.99,VendorC,Reagent,No
2029-01-29,SKU-00007,4513,793,6,0.91,VendorC,Reagent,No
2029-02-05,SKU-00007,6804,824,2,0.88,VendorC,Reagent,No
2029-02-12,SKU-00007,2055,671,12,0.93,VendorC,Reagent,No
2029-02-19,SKU-00007,1917,574,10,0.96,VendorC,Reagent,No
2029-02-26,SKU-00007,7308,637,9,0.94,VendorC,Reagent,No
2029-03-05,SKU-00007,2234,687,8,0.86,VendorC,Reagent,No
2029-03-12,SKU-00007,3474,486,7,0.98,VendorC,Reagent,No
2029-03-19,SKU-00007,4023,623,2,0.94,VendorC,Reagent,No
2029-03-26,SKU-00007,5761,537,3,0.96,VendorC,Reagent,No
2029-04-02,SKU-00007,5108,716,9,0.95,VendorC,Reagent,No
2029-04-09,SKU-00007,3172,485,6,0.87,VendorC,Reagent,No
2029-04-16,SKU-00007,3080,367,3,0.9,VendorC,Reagent,No
2029-04-23,SKU-00007,6787,602,14,0.86,VendorC,Reagent,No
2029-04-30,SKU-00007,8539,739,11,0.9,VendorC,Reagent,No
2029-05-07,SKU-00007,2322,431,4,0.92,VendorC,Reagent,No
2029-05-14,SKU-00007,2117,479,10,0.89,VendorC,Reagent,No
2029-05-21,SKU-00007,2543,487,9,0.98,VendorC,Reagent,No
2029-05-28,SKU-00007,1625,537,10,0.88,VendorC,Reagent,No
2029-06-04,SKU-00007,7590,720,5,0.92,VendorC,Reagent,No
2029-06-11,SKU-00007,3208,597,2,0.89,VendorC,Reagent,No
2029-06-18,SKU-00007,1378,452,8,0.9,VendorC,Reagent,No
2029-06-25,SKU-00007,7903,788,6,0.94,VendorC,Reagent,No
2029-07-02,SKU-00007,3952,726,11,0.9,VendorC,Reagent,No
2029-07-09,SKU-00007,2319,410,7,0.91,VendorC,Reagent,No
2029-07-16,SKU-00007,3056,323,19,0.92,VendorC,Reagent,No
2029-07-23,SKU-00007,3624,469,10,0.85,VendorC,Reagent,No
2029-07-30,SKU-00007,3727,621,5,0.89,VendorC,Reagent,No
2029-08-06,SKU-00007,3028,389,7,0.89,VendorC,Reagent,No
2029-08-13,SKU-00007,6279,701,4,0.91,VendorC,Reagent,No
2029-08-20,SKU-00007,7157,737,8,0.88,VendorC,Reagent,No
2029-08-27,SKU-00007,1767,377,2,0.85,VendorC,Reagent,No
2029-09-03,SKU-00007,4755,601,5,0.9,VendorC,Reagent,No
2029-09-10,SKU-00007,4698,759,9,0.92,VendorC,Reagent,No
2029-09-17,SKU-00007,3569,575,4,0.91,VendorC,Reagent,No
2029-09-24,SKU-00007,6855,841,2,0.91,VendorC,Reagent,No
2029-10-01,SKU-00007,6320,579,6,0.96,VendorC,Reagent,No
2029-10-08,SKU-00007,3155,616,2,0.85,VendorC,Reagent,No
2029-10-15,SKU-00007,1945,362,4,0.98,VendorC,Reagent,No
2029-10-22,SKU-00007,2196,532,5,0.96,VendorC,Reagent,No
2029-10-29,SKU-00007,2573,517,8,0.95,VendorC,Reagent,No
2029-11-05,SKU-00007,4570,426,7,0.89,VendorC,Reagent,No
2029-11-12,SKU-00007,4877,492,2,0.87,VendorC,Reagent,No
2029-11-19,SKU-00007,6211,595,6,0.9,VendorC,Reagent,No
2029-11-26,SKU-00007,6793,727,2,0.96,VendorC,Reagent,No
2029-12-03,SKU-00007,5912,823,4,0.86,VendorC,Reagent,No
2029-12-10,SKU-00007,5836,693,11,0.98,VendorC,Reagent,No
2029-12-17,SKU-00007,7097,655,7,0.89,VendorC,Reagent,No
2029-12-24,SKU-00007,2620,462,7,0.95,VendorC,Reagent,No
2029-12-31,SKU-00007,10068,967,2,0.9,VendorC,Reagent,No
2030-01-07,SKU-00007,8445,895,8,0.93,VendorC,Reagent,No
2030-01-14,SKU-00007,3290,477,2,0.9,VendorC,Reagent,No
2030-01-21,SKU-00007,6696,572,8,0.96,VendorC,Reagent,No
2030-01-28,SKU-00007,9618,824,10,0.89,VendorC,Reagent,No
2030-02-04,SKU-00007,2836,800,3,0.96,VendorC,Reagent,No
2030-02-11,SKU-00007,5617,721,4,0.98,VendorC,Reagent,No
2030-02-18,SKU-00007,3300,789,16,0.92,VendorC,Reagent,No
2030-02-25,SKU-00007,4059,408,3,0.86,VendorC,Reagent,No
2030-03-04,SKU-00007,8921,799,8,0.95,VendorC,Reagent,No
2030-03-11,SKU-00007,3153,738,2,0.87,VendorC,Reagent,No
2030-03-18,SKU-00007,2765,767,8,0.86,VendorC,Reagent,No
2030-03-25,SKU-00007,3377,397,8,0.88,VendorC,Reagent,No
2030-04-01,SKU-00007,6638,617,2,0.95,VendorC,Reagent,No
2030-04-08,SKU-00007,5530,504,10,0.9,VendorC,Reagent,No
2030-04-15,SKU-00007,3046,563,11,0.89,VendorC,Reagent,No
2030-04-22,SKU-00007,5116,450,7,0.89,VendorC,Reagent,No
2030-04-29,SKU-00007,1162,384,4,0.95,VendorC,Reagent,No
2030-05-06,SKU-00007,2472,734,8,0.98,VendorC,Reagent,No
2030-05-13,SKU-00007,2493,629,5,0.95,VendorC,Reagent,No
2030-05-20,SKU-00007,946,255,11,0.93,VendorC,Reagent,No
2030-05-27,SKU-00007,4404,522,5,0.95,VendorC,Reagent,No
2030-06-03,SKU-00007,3306,345,2,0.98,VendorC,Reagent,No
2030-06-10,SKU-00007,5781,587,6,0.87,VendorC,Reagent,No
2030-06-17,SKU-00007,2981,594,12,0.95,VendorC,Reagent,No
2030-06-24,SKU-00007,5499,542,5,0.99,VendorC,Reagent,No
2030-07-01,SKU-00007,2619,363,2,0.94,VendorC,Reagent,No
2030-07-08,SKU-00007,3187,484,7,0.92,VendorC,Reagent,No
2030-07-15,SKU-00007,4685,480,14,0.92,VendorC,Reagent,No
2030-07-22,SKU-00007,4416,512,5,0.99,VendorC,Reagent,No
2030-07-29,SKU-00007,1996,514,4,0.87,VendorC,Reagent,No
2030-08-05,SKU-00007,3078,316,9,0.92,VendorC,Reagent,No
2030-08-12,SKU-00007,1561,519,2,0.97,VendorC,Reagent,No
2030-08-19,SKU-00007,6207,580,7,0.89,VendorC,Reagent,No
2030-08-26,SKU-00007,6387,614,2,0.9,VendorC,Reagent,No
2030-09-02,SKU-00007,1772,405,6,0.93,VendorC,Reagent,No
2030-09-09,SKU-00007,2791,546,6,0.91,VendorC,Reagent,No
2030-09-16,SKU-00007,6485,571,4,0.85,VendorC,Reagent,No
2030-09-23,SKU-00007,4300,740,8,0.87,VendorC,Reagent,No
2030-09-30,SKU-00007,4877,612,5,0.88,VendorC,Reagent,No
2030-10-07,SKU-00007,3742,682,9,0.96,VendorC,Reagent,No
2030-10-14,SKU-00007,2972,731,2,0.95,VendorC,Reagent,No
2030-10-21,SKU-00007,3127,687,2,0.95,VendorC,Reagent,No
2030-10-28,SKU-00007,2159,707,8,0.87,VendorC,Reagent,No
2030-11-04,SKU-00007,6280,702,7,0.9,VendorC,Reagent,No
2030-11-11,SKU-00007,3971,634,6,0.95,VendorC,Reagent,No
2030-11-18,SKU-00007,7078,654,7,0.88,VendorC,Reagent,No
2030-11-25,SKU-00007,1952,581,6,0.98,VendorC,Reagent,No
